event_date,year,sub_event_type,assoc_actor_1,actor2,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,tags,population_best,Topic,final_estimate
2025-02-23,2025,Peaceful protest,Ukrainian Group (Switzerland); Protesters (Ukraine); Government of Ukraine (2019-); Government of Switzerland (2023-); Green Party of Switzerland,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 23 february 2025, from 11 am to 2 pm, at the call of ukraine reborn and the geneva branch of the ukrainian society in switzerland (societe ukrainienne en suisse), between more than 500 and around 850 people, including members of the ukrainian diaspora, the ukrainian ambassador to the un yevheniia filipenko and the municipal councilor alfonso gomez (green party), marched from des nations square to de neuve square in geneva (geneve) to express solidarity with ukraine and thank switzerland and geneva for their welcome. the event was held to mark the third anniversary of russia's full-scale invasion of ukraine and the ongoing war that followed. protesters held banners reading 'russia terrorist'.",0,crowd size=around 850,53174,Ukraine,850
2025-02-22,2025,Peaceful protest,NA,NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 22 february 2025, in the afternoon, several hundred people gathered in meret-oppenheim square outside the srf studio in basel (basel-stadt) to protest against the end of the science magazine and budget cuts for cultural shows on radio srf 2 kultur. protesters held banners reading 'for a strong srg' and 'science matters'.",0,crowd size=300,16171,Other,300
2025-02-22,2025,Protest with intervention,Alliance Against the Right; Protesters (Germany),Police Forces of Switzerland (2023-),Switzerland,Schwyz,Schwyz,NA,Einsiedeln,47.1294,8.7482,"on 22 february 2025, between around 200 and 250 people, including members of the alliance against the right, gathered outside the swiss home of afd chancellor candidate alice weidel and her family in einsiedeln (schwyz) to protest against far-right ideology and for diversity. protesters held banners reading 'weidel out'. between dozens and several hundred counter-demonstrators affiliated with massvoll gathered, unauthorized, and expressed their support for afd, waving swiss flags. although short scuffles between protesters and counter-demonstrations broke out, the police intervened to avoid clashes between the two groups. five people were temporarily arrested.",0,crowd size=between around 200 and 250,2077,Other,225
2025-02-22,2025,Peaceful protest,NA,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 22 february 2025, around 2,000 people gathered in bern (bern) to express solidarity with ukraine. the event was held to mark the third anniversary of russia's full-scale invasion of ukraine and the ongoing war that followed.",0,crowd size=around 2000,7469,Ukraine,2000
2025-02-22,2025,Peaceful protest,Serbian Group (Switzerland),NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 22 february 2025, members of the serbian diaspora gathered in zurich (zurich), demanding accountability for the victims of the novi sad railway station's canopy collapse. the event was part of a larger anti-corruption protest movement led by students in serbia and the serbian diaspora abroad triggered by a deadly canopy collapse at the novi sad train station on 1 november 2024.",0,NA,35782,Serbian,NA
2025-02-21,2025,Peaceful protest,Health Workers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 21 february 2025, at the call of five trade unions, around 200 people, including health workers such as doctors and dentists, as well as other professions such as chiropractors, gathered in front of the federal palace in bern (bern) to protest against their worsening working conditions and demand better pay, reduced administrative constraints, increased training opportunities, and the standardization of working norms across cantons.",0,crowd size=around 200,7469,Workers,200
2025-02-21,2025,Peaceful protest,Swiss Party of Labor; Turkish Group (France),Protesters (Switzerland),Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 21 february 2025, at the call of the peace platform for palestine (plateforme paix pour la palestine), the swiss party of labor, and the turkish association 'platform for the unity of workers and the fraternity of people' (plateforme de l'unite des travailleur.se.s et de la fraternite des peuples - bir-kar), around 30 people gathered outside the ubs headquarters in lausanne (vaud) to protest against swiss financial and military support for israel and demand an end to partnerships with israeli arms manufacturers. the protesters claimed to have been harassed by around 10 'zionist' counter-demonstrators from the 'christians for israel' association, who shouted slogans against the 'palestinian resistance'. police forces were present to prevent any clashes between the two groups.",0,crowd size=around 30,42825,Palestine,30
2025-02-19,2025,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Jura,Delemont,NA,Delemont,47.3658,7.3452,"on 19 february 2025, at the call of the trade union syndicom, around 150 people gathered in front of the jura parliament in delemont (jura) to protest against the announced closure of local post offices.",0,crowd size=around 150,6219,Workers,150
2025-02-18,2025,Peaceful protest,Iranian Group (Switzerland); Protesters (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 18 february 2025, more than 500 members of the iranian community gathered in geneva (geneve) to demand the return to the pahlavi monarchy in iran, calling for support from western nations to put an end to the islamic republic of iran. reza pahlavi, son of the last shah of iran, was present among the demonstrators.",0,crowd size=more than 500,53174,International,500
2025-02-17,2025,Peaceful protest,Farmers (Switzerland),NA,Switzerland,Vaud,Riviera-Pays-d'Enhaut,NA,Montreux,46.4315,6.9122,"on 17 february 2025, as part of a broader 'pitchforks of anger' ('les fourches de la colere') demonstration movement, farmers gathered next to the freddie mercury statue in montreux (vaud) to protest the lack of government reforms following the previous year's farmers' protests. farmers demanded higher pay, citing that they earned 17 francs per hour compared to at least 40 francs for food store managers, and called for fewer bureaucratic constraints. they denounced the increasing administrative burden, including the digitalization of market certifications, mandatory reporting to the federal office for agriculture (ofag), and the implementation of the digiflux web application, which tracked agricultural purchases and sales at the time of reporting.",0,NA,2402,Farming,NA
2025-02-17,2025,Peaceful protest,Farmers (Switzerland),NA,Switzerland,Vaud,Riviera-Pays-d'Enhaut,NA,Vevey,46.46,6.8419,"on 17 february 2025, as part of a broader 'pitchforks of anger' ('les fourches de la colere') demonstration movement, farmers gathered next to the charlie chaplin statue in vevey (vaud) to protest the lack of government reforms following the previous year's farmers' protests. farmers demanded higher pay, citing that they earned 17 francs per hour compared to at least 40 francs for food store managers, and called for fewer bureaucratic constraints. they denounced the increasing administrative burden, including the digitalization of market certifications, mandatory reporting to the federal office for agriculture (ofag), and the implementation of the digiflux web application, which tracked agricultural purchases and sales at the time of reporting.",0,NA,9551,Farming,NA
2025-02-08,2025,Peaceful protest,LGBTQ+ (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 8 february 2025, in the afternoon, at the call of the 'geneva pride' association, a few hundred people, including members of the lgbtq+ community, gathered on nations square in geneva (geneve) to protest against the regression of the rights and freedoms of minorities, in the united states and elsewhere.",0,crowd size=300,53174,LGBTQ+,300
2025-02-02,2025,Peaceful protest,Serbian Group (Switzerland),NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 2 february 2025, members of the serbian diaspora gathered in basel (basel-stadt), demanding accountability for the victims of the novi sad railway station's canopy collapse. the event was part of a larger anti-corruption protest movement led by students in serbia and the serbian diaspora abroad triggered by a deadly canopy collapse at the novi sad train station on 1 november 2024.",0,NA,16171,Serbian,NA
2025-02-01,2025,Peaceful protest,Protesters (Serbia); Serbian Group (France),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 1 february 2025, serbian nationals and members of the serbian diaspora gathered in geneva (geneve), demanding accountability for the victims of the novi sad railway station's canopy collapse. the event was part of a larger anti-corruption protest movement led by students in serbia and the serbian diaspora abroad triggered by a deadly canopy collapse at the novi sad train station on 1 november 2024.",0,NA,53174,Serbian,NA
2025-02-01,2025,Peaceful protest,Serbian Group (Switzerland),NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 1 february 2025, members of the serbian diaspora gathered in zurich (zurich), demanding accountability for the victims of the novi sad railway station's canopy collapse. the event was part of a larger anti-corruption protest movement led by students in serbia and the serbian diaspora abroad triggered by a deadly canopy collapse at the novi sad train station on 1 november 2024.",0,NA,35782,Serbian,NA
2025-01-26,2025,Peaceful protest,NA,NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 26 january 2025, serbian nationals gathered in basel (basel-stadt) to protest as part of the 'serbia, stop' campaign, demanding accountability for the victims of the novi sad railway station canopy collapse. participants observed 16 minutes of silence in memory of the 16 people killed in the incident and expressed solidarity with ongoing protests in serbia. the event was part of a larger anti-corruption protest movement led by students in serbia and the serbian diaspora abroad triggered by a deadly canopy collapse at the novi sad train station on 1 november 2024.",0,NA,16171,Serbian,NA
